modified_date,jobcountry,% of job postings
5/5/21,SG,8.171685324
6/5/21,SG,8.160841994
7/5/21,SG,8.15696906
8/5/21,SG,8.157484822
9/5/21,SG,8.151005713
10/5/21,SG,8.143823636
11/5/21,SG,8.149411212
12/5/21,SG,8.16013965
13/5/21,SG,8.171223779
14/5/21,SG,8.186297136
15/5/21,SG,8.212043699
16/5/21,SG,8.240734429
17/5/21,SG,8.277411973
18/5/21,SG,8.2919082
19/5/21,SG,8.315535611
20/5/21,SG,8.341519131
21/5/21,SG,8.371780888
22/5/21,SG,8.394185201
23/5/21,SG,8.419536774
24/5/21,SG,8.432241302
25/5/21,SG,8.458360005
26/5/21,SG,8.473255909
27/5/21,SG,8.488122388
28/5/21,SG,8.496427069
29/5/21,SG,8.498373766
30/5/21,SG,8.499705594
31/5/21,SG,8.528395728
1/6/21,SG,8.55894775
2/6/21,SG,8.594109055
3/6/21,SG,8.633770505
4/6/21,SG,8.673575194
5/6/21,SG,8.712666099
6/6/21,SG,8.744757145
7/6/21,SG,8.756526308
8/6/21,SG,8.77655302
9/6/21,SG,8.792557266
10/6/21,SG,8.794832869
11/6/21,SG,8.80568167
12/6/21,SG,8.807288285
13/6/21,SG,8.818027594
14/6/21,SG,8.836373094
15/6/21,SG,8.837495162
16/6/21,SG,8.829453927
17/6/21,SG,8.830674297
18/6/21,SG,8.798968656
19/6/21,SG,8.751897466
20/6/21,SG,8.724563693
21/6/21,SG,8.69664711
22/6/21,SG,8.676338336
23/6/21,SG,8.667686681
24/6/21,SG,8.65530793
25/6/21,SG,8.653992572
26/6/21,SG,8.652789879
27/6/21,SG,8.631302119
28/6/21,SG,8.599979351
29/6/21,SG,8.571540136
30/6/21,SG,8.556156033
1/7/21,SG,8.533756645
2/7/21,SG,8.516280909
3/7/21,SG,8.515767475
4/7/21,SG,8.498918863
5/7/21,SG,8.49680456
6/7/21,SG,8.496615488
7/7/21,SG,8.480038388
8/7/21,SG,8.478004726
9/7/21,SG,8.472053669
10/7/21,SG,8.471064538
11/7/21,SG,8.476719499
12/7/21,SG,8.470527097
13/7/21,SG,8.454690805
14/7/21,SG,8.432423452
15/7/21,SG,8.407152049
16/7/21,SG,8.389721843
17/7/21,SG,8.37006745
18/7/21,SG,8.367301523
19/7/21,SG,8.35515353
20/7/21,SG,8.344735386
21/7/21,SG,8.351765398
22/7/21,SG,8.348588802
23/7/21,SG,8.33557409
24/7/21,SG,8.336406016
25/7/21,SG,8.324344363
26/7/21,SG,8.323164881
27/7/21,SG,8.322163013
28/7/21,SG,8.313435012
29/7/21,SG,8.324883392
30/7/21,SG,8.352682745
31/7/21,SG,8.379197694
1/8/21,SG,8.399508488
2/8/21,SG,8.457099031
3/8/21,SG,8.517424872
4/8/21,SG,8.582549875
5/8/21,SG,8.627238288
6/8/21,SG,8.655969639
7/8/21,SG,8.677675566
8/8/21,SG,8.709475941
9/8/21,SG,8.711957263
10/8/21,SG,8.723021775
11/8/21,SG,8.7278936
12/8/21,SG,8.73324231
13/8/21,SG,8.754419511
14/8/21,SG,8.789363013
15/8/21,SG,8.821226962
16/8/21,SG,8.847799897
17/8/21,SG,8.868945766
18/8/21,SG,8.875519718
19/8/21,SG,8.879470025
20/8/21,SG,8.887540837
21/8/21,SG,8.879023628
22/8/21,SG,8.870046642
23/8/21,SG,8.847762241
24/8/21,SG,8.819879325
25/8/21,SG,8.80159333
26/8/21,SG,8.793156879
27/8/21,SG,8.78087247
28/8/21,SG,8.774834005
29/8/21,SG,8.771305373
30/8/21,SG,8.779739791
31/8/21,SG,8.801056653
1/9/21,SG,8.820406763
2/9/21,SG,8.856741472
3/9/21,SG,8.868858836
4/9/21,SG,8.867015358
5/9/21,SG,8.869145838
6/9/21,SG,8.865452135
7/9/21,SG,8.848344398
8/9/21,SG,8.845432774
9/9/21,SG,8.805641874
10/9/21,SG,8.787175857
11/9/21,SG,8.78388863
12/9/21,SG,8.774346588
13/9/21,SG,8.764680854
14/9/21,SG,8.747421385
15/9/21,SG,8.729430111
16/9/21,SG,8.719436791
17/9/21,SG,8.715046787
18/9/21,SG,8.70106976
19/9/21,SG,8.68456854
20/9/21,SG,8.662448866
21/9/21,SG,8.663748889
22/9/21,SG,8.670169284
23/9/21,SG,8.681656374
24/9/21,SG,8.669708275
25/9/21,SG,8.674650532
26/9/21,SG,8.670975311
27/9/21,SG,8.674339248
28/9/21,SG,8.681762843
29/9/21,SG,8.678477281
30/9/21,SG,8.666067966
1/10/21,SG,8.66654143
2/10/21,SG,8.67603031
3/10/21,SG,8.67870713
4/10/21,SG,8.679115202
5/10/21,SG,8.669521592
6/10/21,SG,8.663230077
7/10/21,SG,8.660707442
8/10/21,SG,8.672538526
9/10/21,SG,8.674386706
10/10/21,SG,8.685051921
11/10/21,SG,8.703975646
12/10/21,SG,8.715812405
13/10/21,SG,8.783741501
14/10/21,SG,8.859396829
15/10/21,SG,8.932348497
16/10/21,SG,8.983759419
17/10/21,SG,9.049034578
18/10/21,SG,9.114401118
19/10/21,SG,9.173483919
20/10/21,SG,9.174429207
21/10/21,SG,9.179209669
22/10/21,SG,9.167509332
23/10/21,SG,9.17968189
24/10/21,SG,9.181738167
25/10/21,SG,9.173000958
26/10/21,SG,9.176907765
27/10/21,SG,9.179276015
28/10/21,SG,9.191341075
29/10/21,SG,9.204369053
30/10/21,SG,9.212709817
31/10/21,SG,9.214991276
1/11/21,SG,9.214784191
2/11/21,SG,9.210885079
3/11/21,SG,9.208492079
4/11/21,SG,9.196489886
5/11/21,SG,9.18308623
6/11/21,SG,9.167337131
7/11/21,SG,9.149339997
8/11/21,SG,9.145514057
9/11/21,SG,9.138480398
10/11/21,SG,9.125003514
11/11/21,SG,9.106765201
12/11/21,SG,9.090378008
13/11/21,SG,9.084651069
14/11/21,SG,9.088527435
15/11/21,SG,9.089910104
16/11/21,SG,9.080962354
17/11/21,SG,9.075902053
18/11/21,SG,9.08344431
19/11/21,SG,9.085344714
20/11/21,SG,9.079658018
21/11/21,SG,9.072603341
22/11/21,SG,9.065014522
23/11/21,SG,9.05699407
24/11/21,SG,9.052960064
25/11/21,SG,9.037949427
26/11/21,SG,9.03490509
27/11/21,SG,9.032727654
28/11/21,SG,9.01900669
29/11/21,SG,9.026687444
30/11/21,SG,9.027091124
1/12/21,SG,9.017333552
2/12/21,SG,9.02131021
3/12/21,SG,9.008530453
4/12/21,SG,8.981806042
5/12/21,SG,8.9784127
6/12/21,SG,8.949946247
7/12/21,SG,8.94275829
8/12/21,SG,8.947648126
9/12/21,SG,8.939206513
10/12/21,SG,8.943736038
11/12/21,SG,8.944853106
12/12/21,SG,8.955514934
13/12/21,SG,8.961684536
14/12/21,SG,8.934823293
15/12/21,SG,8.93504606
16/12/21,SG,8.92129656
17/12/21,SG,8.969133048
18/12/21,SG,8.975971594
19/12/21,SG,8.967053207
20/12/21,SG,8.967600797
21/12/21,SG,9.014943273
22/12/21,SG,9.030260545
23/12/21,SG,9.063293238
24/12/21,SG,9.020998337
25/12/21,SG,9.022894609
26/12/21,SG,9.032164282
27/12/21,SG,9.03617832
28/12/21,SG,9.034500697
29/12/21,SG,9.027714632
30/12/21,SG,9.012975965
31/12/21,SG,9.010984228
1/1/22,SG,9.020528302
2/1/22,SG,9.022236621
3/1/22,SG,9.025090814
4/1/22,SG,9.025806998
5/1/22,SG,9.025974616
6/1/22,SG,9.037429277
7/1/22,SG,9.038171117
8/1/22,SG,9.052743729
9/1/22,SG,9.072548384
10/1/22,SG,9.094811962
11/1/22,SG,9.11875269
12/1/22,SG,9.145309835
13/1/22,SG,9.169551684
14/1/22,SG,9.206003923
15/1/22,SG,9.215577809
16/1/22,SG,9.219721391
17/1/22,SG,9.212352488
18/1/22,SG,9.211340521
19/1/22,SG,9.218600349
20/1/22,SG,9.214735618
21/1/22,SG,9.26545702
22/1/22,SG,9.283165867
23/1/22,SG,9.290998707
24/1/22,SG,9.305448496
25/1/22,SG,9.289808232
26/1/22,SG,9.270049237
27/1/22,SG,9.253912529
28/1/22,SG,9.226037871
29/1/22,SG,9.192813867
30/1/22,SG,9.182167053
31/1/22,SG,9.178440106
1/2/22,SG,9.181782218
2/2/22,SG,9.1868237
3/2/22,SG,9.201679866
4/2/22,SG,9.169565693
5/2/22,SG,9.196326907
6/2/22,SG,9.20724794
7/2/22,SG,9.206524973
8/2/22,SG,9.204683488
9/2/22,SG,9.200691376
10/2/22,SG,9.179124853
11/2/22,SG,9.165714362
12/2/22,SG,9.143665936
13/2/22,SG,9.117561443
14/2/22,SG,9.100067289
15/2/22,SG,9.092327299
16/2/22,SG,9.071621519
17/2/22,SG,9.053848616
18/2/22,SG,9.026316686
19/2/22,SG,8.993860595
20/2/22,SG,8.97280664
21/2/22,SG,8.947224673
22/2/22,SG,8.922437744
23/2/22,SG,8.893979577
24/2/22,SG,8.878370686
25/2/22,SG,8.868689993
26/2/22,SG,8.849229116
27/2/22,SG,8.840773522
28/2/22,SG,8.845442632
1/3/22,SG,8.835254768
2/3/22,SG,8.841216335
3/3/22,SG,8.843004165
4/3/22,SG,8.846733285
5/3/22,SG,8.856646289
6/3/22,SG,8.860234681
7/3/22,SG,8.857195627
8/3/22,SG,8.865906143
9/3/22,SG,8.874257065
10/3/22,SG,8.881910682
11/3/22,SG,8.895685253
12/3/22,SG,8.904295137
13/3/22,SG,8.902379878
14/3/22,SG,8.921041087
15/3/22,SG,8.924631767
16/3/22,SG,8.929941321
17/3/22,SG,8.923952319
18/3/22,SG,8.916283611
19/3/22,SG,8.931213647
20/3/22,SG,8.925424823
21/3/22,SG,8.901954275
22/3/22,SG,8.906153589
23/3/22,SG,8.88746282
24/3/22,SG,8.875842619
25/3/22,SG,8.869290121
26/3/22,SG,8.867919345
27/3/22,SG,8.883923924
28/3/22,SG,8.899027641
29/3/22,SG,8.876362954
30/3/22,SG,8.887088026
31/3/22,SG,8.90432755
1/4/22,SG,8.913206311
2/4/22,SG,8.918616519
3/4/22,SG,8.924579481
4/4/22,SG,8.925430033
5/4/22,SG,8.958992271
6/4/22,SG,8.967315397
7/4/22,SG,8.966411013
8/4/22,SG,8.963556801
9/4/22,SG,8.947850386
10/4/22,SG,8.906470036
11/4/22,SG,8.859590502
12/4/22,SG,8.83686824
13/4/22,SG,8.812430926
14/4/22,SG,8.808517614
15/4/22,SG,8.813785939
16/4/22,SG,8.815254772
17/4/22,SG,8.834525211
18/4/22,SG,8.860815677
19/4/22,SG,8.865709418
20/4/22,SG,8.882106152
21/4/22,SG,8.873143933
22/4/22,SG,8.865214146
23/4/22,SG,8.855690776
24/4/22,SG,8.878333344
25/4/22,SG,8.901415037
26/4/22,SG,8.919032159
27/4/22,SG,8.907086892
28/4/22,SG,8.945637344
29/4/22,SG,8.97140531
30/4/22,SG,9.008191954
1/5/22,SG,9.01974174
2/5/22,SG,9.024991496
3/5/22,SG,9.023461593
4/5/22,SG,9.053831305
5/5/22,SG,9.055518826
6/5/22,SG,9.049210812
7/5/22,SG,9.066451982
8/5/22,SG,9.067696078
9/5/22,SG,9.076004253
10/5/22,SG,9.07406198
11/5/22,SG,9.092613954
12/5/22,SG,9.069744951
13/5/22,SG,9.082336696
14/5/22,SG,9.048424803
15/5/22,SG,9.051258761
16/5/22,SG,9.009383421
17/5/22,SG,9.018893771
18/5/22,SG,9.00899776
19/5/22,SG,8.968073851
20/5/22,SG,8.977100445
21/5/22,SG,9.021722679
22/5/22,SG,8.970048721
23/5/22,SG,9.014390791
24/5/22,SG,8.983991533
25/5/22,SG,8.947557518
26/5/22,SG,8.959160263
27/5/22,SG,8.92664756
28/5/22,SG,8.832354866
29/5/22,SG,8.849360114
30/5/22,SG,8.800681483
31/5/22,SG,8.797911896
1/6/22,SG,8.799252328
2/6/22,SG,8.819327927
3/6/22,SG,8.805949427
4/6/22,SG,8.846223459
5/6/22,SG,8.84199066
6/6/22,SG,8.849438222
7/6/22,SG,8.841987059
8/6/22,SG,8.835557906
9/6/22,SG,8.826591751
10/6/22,SG,8.821335933
11/6/22,SG,8.80988212
12/6/22,SG,8.804672822
13/6/22,SG,8.801103477
14/6/22,SG,8.808015631
15/6/22,SG,8.814384142
16/6/22,SG,8.81913732
17/6/22,SG,8.826022902
18/6/22,SG,8.833770461
19/6/22,SG,8.832130861
20/6/22,SG,8.825992758
21/6/22,SG,8.818364686
22/6/22,SG,8.815730177
23/6/22,SG,8.814488289
24/6/22,SG,8.80024135
25/6/22,SG,8.788544936
26/6/22,SG,8.784576771
27/6/22,SG,8.784950608
28/6/22,SG,8.774532169
29/6/22,SG,8.765284852
30/6/22,SG,8.754096623
1/7/22,SG,8.739853161
2/7/22,SG,8.731738635
3/7/22,SG,8.714185813
4/7/22,SG,8.704871406
5/7/22,SG,8.710220029
6/7/22,SG,8.703829862
7/7/22,SG,8.693517894
8/7/22,SG,8.693432828
9/7/22,SG,8.687371986
10/7/22,SG,8.701088426
11/7/22,SG,8.707326097
12/7/22,SG,8.701135527
13/7/22,SG,8.707201748
14/7/22,SG,8.718106016
15/7/22,SG,8.728108679
16/7/22,SG,8.739163917
17/7/22,SG,8.741932793
18/7/22,SG,8.737204928
19/7/22,SG,8.731870649
20/7/22,SG,8.712275816
21/7/22,SG,8.690366765
22/7/22,SG,8.676527024
23/7/22,SG,8.65229263
24/7/22,SG,8.629143304
25/7/22,SG,8.610459006
26/7/22,SG,8.598951282
27/7/22,SG,8.5934923
28/7/22,SG,8.59020671
29/7/22,SG,8.561118906
30/7/22,SG,8.551774996
31/7/22,SG,8.530337904
1/8/22,SG,8.496581012
2/8/22,SG,8.459800781
3/8/22,SG,8.392453714
4/8/22,SG,8.302443192
5/8/22,SG,8.221658063
6/8/22,SG,8.138123251
7/8/22,SG,8.06400032
8/8/22,SG,8.008471033
9/8/22,SG,7.959642867
10/8/22,SG,7.945637682
11/8/22,SG,7.966764953
12/8/22,SG,7.995669412
13/8/22,SG,8.013695083
14/8/22,SG,8.035511484
15/8/22,SG,8.059594853
16/8/22,SG,8.072847167
17/8/22,SG,8.091674852
18/8/22,SG,8.097067453
19/8/22,SG,8.085370098
20/8/22,SG,8.078835122
21/8/22,SG,8.069342878
22/8/22,SG,8.048320996
23/8/22,SG,8.03694689
24/8/22,SG,8.018492444
25/8/22,SG,7.986021958
26/8/22,SG,7.973424987
27/8/22,SG,7.970905872
28/8/22,SG,7.966205456
29/8/22,SG,7.969745434
30/8/22,SG,7.966409125
31/8/22,SG,7.962394355
1/9/22,SG,7.986371671
2/9/22,SG,8.017647454
3/9/22,SG,8.038004434
4/9/22,SG,8.061917094
5/9/22,SG,8.067812439
6/9/22,SG,8.039831564
7/9/22,SG,7.99762165
8/9/22,SG,7.947301752
9/9/22,SG,7.888722755
10/9/22,SG,7.825564526
11/9/22,SG,7.753783286
12/9/22,SG,7.697216555
13/9/22,SG,7.681467983
14/9/22,SG,7.671783954
15/9/22,SG,7.692252265
16/9/22,SG,7.718556403
17/9/22,SG,7.763964868
18/9/22,SG,7.810751574
19/9/22,SG,7.846503547
20/9/22,SG,7.882472541
21/9/22,SG,7.923005262
22/9/22,SG,7.927891434
23/9/22,SG,7.934363836
24/9/22,SG,7.927105467
25/9/22,SG,7.922206589
26/9/22,SG,7.922920786
27/9/22,SG,7.923230909
28/9/22,SG,7.925530039
29/9/22,SG,7.930495942
30/9/22,SG,7.936233674
1/10/22,SG,7.939549642
2/10/22,SG,7.946634617
3/10/22,SG,7.952142447
4/10/22,SG,7.953837623
5/10/22,SG,7.958313696
6/10/22,SG,7.9687393
7/10/22,SG,7.980079553
8/10/22,SG,7.982123654
9/10/22,SG,7.975997349
10/10/22,SG,7.97916836
11/10/22,SG,7.981058832
12/10/22,SG,7.981035186
13/10/22,SG,7.967867817
14/10/22,SG,7.939697661
15/10/22,SG,7.926927732
16/10/22,SG,7.915317588
17/10/22,SG,7.900555591
18/10/22,SG,7.883943452
19/10/22,SG,7.874432859
20/10/22,SG,7.859288201
21/10/22,SG,7.85396642
22/10/22,SG,7.830393057
23/10/22,SG,7.815357324
24/10/22,SG,7.801326581
25/10/22,SG,7.795174118
26/10/22,SG,7.781191173
27/10/22,SG,7.755630121
28/10/22,SG,7.720763715
29/10/22,SG,7.704838584
30/10/22,SG,7.676051935
31/10/22,SG,7.640235672
1/11/22,SG,7.603196156
2/11/22,SG,7.555172273
3/11/22,SG,7.53598849
4/11/22,SG,7.518694013
5/11/22,SG,7.488423326
6/11/22,SG,7.466161177
7/11/22,SG,7.447553035
8/11/22,SG,7.428836384
9/11/22,SG,7.418394829
10/11/22,SG,7.402677764
11/11/22,SG,7.398276284
12/11/22,SG,7.397215482
13/11/22,SG,7.396619622
14/11/22,SG,7.378515636
15/11/22,SG,7.357301937
16/11/22,SG,7.336548759
17/11/22,SG,7.313231287
18/11/22,SG,7.277447614
19/11/22,SG,7.238867557
20/11/22,SG,7.206785635
21/11/22,SG,7.195141324
22/11/22,SG,7.18277853
23/11/22,SG,7.17576878
24/11/22,SG,7.175814278
25/11/22,SG,7.174888771
26/11/22,SG,7.178656182
27/11/22,SG,7.176294701
28/11/22,SG,7.165633886
29/11/22,SG,7.127336714
30/11/22,SG,7.116013245
1/12/22,SG,7.112198734
2/12/22,SG,7.105996469
3/12/22,SG,7.089184695
4/12/22,SG,7.06220005
5/12/22,SG,7.0596766
6/12/22,SG,7.094695813
7/12/22,SG,7.084834276
8/12/22,SG,7.064743387
9/12/22,SG,7.029243858
10/12/22,SG,7.02127226
11/12/22,SG,7.027071321
12/12/22,SG,7.015324267
13/12/22,SG,6.992441587
14/12/22,SG,6.958918083
15/12/22,SG,6.926961153
16/12/22,SG,6.922645393
17/12/22,SG,6.894586435
18/12/22,SG,6.870781752
19/12/22,SG,6.848307272
20/12/22,SG,6.82224451
21/12/22,SG,6.818774078
22/12/22,SG,6.834956921
23/12/22,SG,6.842345085
24/12/22,SG,6.846429719
25/12/22,SG,6.848542349
26/12/22,SG,6.852764912
27/12/22,SG,6.867527841
28/12/22,SG,6.881995237
29/12/22,SG,6.874329307
30/12/22,SG,6.870796746
31/12/22,SG,6.872798279
1/1/23,SG,6.869454378
2/1/23,SG,6.864083451
3/1/23,SG,6.854635576
4/1/23,SG,6.85164981
5/1/23,SG,6.850356162
6/1/23,SG,6.859082838
7/1/23,SG,6.869961294
8/1/23,SG,6.886677229
9/1/23,SG,6.899475418
10/1/23,SG,6.909886249
11/1/23,SG,6.91805425
12/1/23,SG,6.92662004
13/1/23,SG,6.927544203
14/1/23,SG,6.905226786
15/1/23,SG,6.90915626
16/1/23,SG,6.911975484
17/1/23,SG,6.917928756
18/1/23,SG,6.924613527
19/1/23,SG,6.923010406
20/1/23,SG,6.923214965
21/1/23,SG,6.94903133
22/1/23,SG,6.944617561
23/1/23,SG,6.94583522
24/1/23,SG,6.945890397
25/1/23,SG,6.946713601
26/1/23,SG,6.954789426
27/1/23,SG,6.956529909
28/1/23,SG,6.958086544
29/1/23,SG,6.965600595
30/1/23,SG,6.959579936
31/1/23,SG,6.952002802
1/2/23,SG,6.938705272
2/2/23,SG,6.928409846
3/2/23,SG,6.924801693
4/2/23,SG,6.922425372
5/2/23,SG,6.903480095
6/2/23,SG,6.905165869
7/2/23,SG,6.908550054
8/2/23,SG,6.917580896
9/2/23,SG,6.927169805
10/2/23,SG,6.933143084
11/2/23,SG,6.844718037
12/2/23,SG,6.767380684
13/2/23,SG,6.681980364
14/2/23,SG,6.598749501
15/2/23,SG,6.513677135
16/2/23,SG,6.425282005
17/2/23,SG,6.334810113
18/2/23,SG,6.331733091
19/2/23,SG,6.339123479
20/2/23,SG,6.355814792
21/2/23,SG,6.416513988
22/2/23,SG,6.482353343
23/2/23,SG,6.553219271
24/2/23,SG,6.635323186
25/2/23,SG,6.715567149
26/2/23,SG,6.799528082
27/2/23,SG,6.872129643
28/2/23,SG,6.901778194
1/3/23,SG,6.932356981
2/3/23,SG,6.959261173
3/3/23,SG,6.974344104
4/3/23,SG,6.98975339
5/3/23,SG,7.002326658
6/3/23,SG,7.012515527
7/3/23,SG,7.029654692
8/3/23,SG,7.047082617
9/3/23,SG,7.06541271
10/3/23,SG,7.086057112
11/3/23,SG,7.117771189
12/3/23,SG,7.13978545
13/3/23,SG,7.173931626
14/3/23,SG,7.189556572
15/3/23,SG,7.199604464
16/3/23,SG,7.202542927
17/3/23,SG,7.212361288
18/3/23,SG,7.222698279
19/3/23,SG,7.22976016
20/3/23,SG,7.222277929
21/3/23,SG,7.219397932
22/3/23,SG,7.218088996
23/3/23,SG,7.218200597
24/3/23,SG,7.219207241
25/3/23,SG,7.217725845
26/3/23,SG,7.223535423
27/3/23,SG,7.235301627
28/3/23,SG,7.238789118
29/3/23,SG,7.25908716
30/3/23,SG,7.278411089
31/3/23,SG,7.301180637
1/4/23,SG,7.322776741
2/4/23,SG,7.339081785
3/4/23,SG,7.351118203
4/4/23,SG,7.381771649
5/4/23,SG,7.395662438
6/4/23,SG,7.413515319
7/4/23,SG,7.391084607
8/4/23,SG,7.364566544
9/4/23,SG,7.341297528
10/4/23,SG,7.325719998
11/4/23,SG,7.332327875
12/4/23,SG,7.335760025
13/4/23,SG,7.340766311
14/4/23,SG,7.369381549
15/4/23,SG,7.371632839
16/4/23,SG,7.396992956
17/4/23,SG,7.421712018
18/4/23,SG,7.412784554
19/4/23,SG,7.399722019
20/4/23,SG,7.39128654
21/4/23,SG,7.3854851
22/4/23,SG,7.40561867
23/4/23,SG,7.396700858
24/4/23,SG,7.385515254
25/4/23,SG,7.374692615
26/4/23,SG,7.374836875
27/4/23,SG,7.371182628
28/4/23,SG,7.376067469
29/4/23,SG,7.380191198
30/4/23,SG,7.385563799
1/5/23,SG,7.391234021
2/5/23,SG,7.393589742
3/5/23,SG,7.400974981
4/5/23,SG,7.404104853
5/5/23,SG,7.399664669
6/5/23,SG,7.400191117
7/5/23,SG,7.395236297
8/5/23,SG,7.39507858
9/5/23,SG,7.396694919
10/5/23,SG,7.381922967
11/5/23,SG,7.372820221
12/5/23,SG,7.369706776
13/5/23,SG,7.365750671
14/5/23,SG,7.372258725
15/5/23,SG,7.368741663
16/5/23,SG,7.360953397
17/5/23,SG,7.354892055
18/5/23,SG,7.343214812
19/5/23,SG,7.334857558
20/5/23,SG,7.326697987
21/5/23,SG,7.312494366
22/5/23,SG,7.2984731
23/5/23,SG,7.298198688
24/5/23,SG,7.30158613
25/5/23,SG,7.301392198
26/5/23,SG,7.306685681
27/5/23,SG,7.289803262
28/5/23,SG,7.277862527
29/5/23,SG,7.29060603
30/5/23,SG,7.300602577
31/5/23,SG,7.309968508
1/6/23,SG,7.325622135
2/6/23,SG,7.335492582
3/6/23,SG,7.376827005
4/6/23,SG,7.413637207
5/6/23,SG,7.420335844
6/6/23,SG,7.424159236
7/6/23,SG,7.43211136
8/6/23,SG,7.409975924
9/6/23,SG,7.37100545
10/6/23,SG,7.314611526
11/6/23,SG,7.261558811
12/6/23,SG,7.21180485
13/6/23,SG,7.16657398
14/6/23,SG,7.11928877
15/6/23,SG,7.101359707
16/6/23,SG,7.074389783
17/6/23,SG,7.052633481
18/6/23,SG,7.024158578
19/6/23,SG,7.008555408
20/6/23,SG,6.996377106
21/6/23,SG,6.981219611
22/6/23,SG,6.975896079
23/6/23,SG,6.944316446
24/6/23,SG,6.921405796
25/6/23,SG,6.896175756
26/6/23,SG,6.870110922
27/6/23,SG,6.837626307
28/6/23,SG,6.807912754
29/6/23,SG,6.774061238
30/6/23,SG,6.779650254
1/7/23,SG,6.765640108
2/7/23,SG,6.777566208
3/7/23,SG,6.783839558
4/7/23,SG,6.800161305
5/7/23,SG,6.811849712
6/7/23,SG,6.811942811
7/7/23,SG,6.823567141
8/7/23,SG,6.855865453
9/7/23,SG,6.867548677
10/7/23,SG,6.880112373
11/7/23,SG,6.898816814
12/7/23,SG,6.910539548
13/7/23,SG,6.926287899
14/7/23,SG,6.936733331
15/7/23,SG,6.943877163
16/7/23,SG,6.959454794
17/7/23,SG,6.971943944
18/7/23,SG,6.970780794
19/7/23,SG,6.979897981
20/7/23,SG,6.984755892
21/7/23,SG,6.998848771
22/7/23,SG,6.99231878
23/7/23,SG,6.999115748
24/7/23,SG,6.999234361
25/7/23,SG,6.993934503
26/7/23,SG,6.99541021
27/7/23,SG,7.002236879
28/7/23,SG,7.006823596
29/7/23,SG,7.03460724
30/7/23,SG,7.040909706
31/7/23,SG,7.049592706
1/8/23,SG,7.057615869
2/8/23,SG,7.05581243
3/8/23,SG,7.064550896
4/8/23,SG,7.065686152
5/8/23,SG,7.056887884
6/8/23,SG,7.047266528
7/8/23,SG,7.045520803
8/8/23,SG,7.0467144
9/8/23,SG,7.047795465
10/8/23,SG,7.036957827
11/8/23,SG,7.038407885
12/8/23,SG,7.043361356
13/8/23,SG,7.048580033
14/8/23,SG,7.054647146
15/8/23,SG,7.065798943
16/8/23,SG,7.075004937
17/8/23,SG,7.077189879
18/8/23,SG,7.084113774
19/8/23,SG,7.092267704
20/8/23,SG,7.104617845
21/8/23,SG,7.116781127
22/8/23,SG,7.12177473
23/8/23,SG,7.143035343
24/8/23,SG,7.180613529
25/8/23,SG,7.195030076
26/8/23,SG,7.208371182
27/8/23,SG,7.219794019
28/8/23,SG,7.224863124
29/8/23,SG,7.237922285
30/8/23,SG,7.240773836
31/8/23,SG,7.232954492
1/9/23,SG,7.234862088
2/9/23,SG,7.236610272
3/9/23,SG,7.244891693
4/9/23,SG,7.258046399
5/9/23,SG,7.262772424
6/9/23,SG,7.250398727
7/9/23,SG,7.249337973
8/9/23,SG,7.250526815
9/9/23,SG,7.251665802
10/9/23,SG,7.245865182
11/9/23,SG,7.240759515
12/9/23,SG,7.250549382
13/9/23,SG,7.264611967
14/9/23,SG,7.266678965
15/9/23,SG,7.282045831
16/9/23,SG,7.303360165
17/9/23,SG,7.325121657
18/9/23,SG,7.338398342
19/9/23,SG,7.340893554
20/9/23,SG,7.355004507
21/9/23,SG,7.378631838
22/9/23,SG,7.386065441
23/9/23,SG,7.388004915
24/9/23,SG,7.402303568
25/9/23,SG,7.415164114
26/9/23,SG,7.423187345
27/9/23,SG,7.420493246
28/9/23,SG,7.417468006
29/9/23,SG,7.419986557
30/9/23,SG,7.392702111
1/10/23,SG,7.381180533
2/10/23,SG,7.379428295
3/10/23,SG,7.381540474
4/10/23,SG,7.401790388
5/10/23,SG,7.419543005
6/10/23,SG,7.419049565
7/10/23,SG,7.458152036
8/10/23,SG,7.46845232
9/10/23,SG,7.473656799
10/10/23,SG,7.475738144
11/10/23,SG,7.470139994
12/10/23,SG,7.464322671
13/10/23,SG,7.468320013
14/10/23,SG,7.460498296
15/10/23,SG,7.458235526
16/10/23,SG,7.458813815
17/10/23,SG,7.465039439
18/10/23,SG,7.474369394
19/10/23,SG,7.466325744
20/10/23,SG,7.465847088
21/10/23,SG,7.457697067
22/10/23,SG,7.461274104
23/10/23,SG,7.456318136
24/10/23,SG,7.448579916
25/10/23,SG,7.446707958
26/10/23,SG,7.455562476
27/10/23,SG,7.465845102
28/10/23,SG,7.483347079
29/10/23,SG,7.488045907
30/10/23,SG,7.498261397
31/10/23,SG,7.508497104
1/11/23,SG,7.504737047
2/11/23,SG,7.50698377
3/11/23,SG,7.501788417
4/11/23,SG,7.498353185
5/11/23,SG,7.491398711
6/11/23,SG,7.493752006
7/11/23,SG,7.501731233
8/11/23,SG,7.512845396
9/11/23,SG,7.521416919
10/11/23,SG,7.531295784
11/11/23,SG,7.538164063
12/11/23,SG,7.562282329
13/11/23,SG,7.579416221
14/11/23,SG,7.58220515
15/11/23,SG,7.591324204
16/11/23,SG,7.599763174
17/11/23,SG,7.583227896
18/11/23,SG,7.55630474
19/11/23,SG,7.520402484
20/11/23,SG,7.478704119
21/11/23,SG,7.438271441
22/11/23,SG,7.395863682
